year,victim.state,action.Malware,action.Hacking,action.Social,action.Physical,action.Misuse,action.Error,action.Environmental,action.Unknown,victim.industry.name,pattern,,victim.industry.name,pattern
2013,NA,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2010,MI,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,VA,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2007,NY,0,0,0,1,0,0,0,0,Manufacturing ,Lost and Stolen Assets,,,
2011,SC,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2014,NA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2012,IL,0,1,0,0,0,0,0,0,Manufacturing ,Web Applications,,,
2014,MN,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2010,FL,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2011,NE,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,NE,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2009,GA,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2012,MN,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2015,CA,0,0,0,0,0,1,0,0,Professional ,Lost and Stolen Assets,,,
2014,MA,0,0,0,0,0,1,0,0,Educational ,Lost and Stolen Assets,,,
2014,NA,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2013,CO,0,1,0,1,0,0,0,0,Public ,Everything Else,,,
2013,NA,1,1,1,0,0,0,0,0,Public ,Cyber-Espionage,,,
2013,NA,0,0,0,0,0,1,0,0,Administrative ,Miscellaneous Errors,,,
2011,AZ,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2013,NA,1,1,1,0,0,0,0,0,Public ,Cyber-Espionage,,,
2012,NA,0,1,0,0,0,0,0,0,Educational ,Web Applications,,,
2014,AL,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2013,NA,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2009,AZ,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2011,NE,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2015,IL,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2013,NA,0,1,0,0,0,0,0,0,Public ,Web Applications,,,
2014,NA,0,0,0,1,0,0,0,0,Unknown,Everything Else,,,
2012,NA,0,1,0,0,0,0,0,0,Finance ,Everything Else,,,
2012,NY,0,0,0,0,1,0,0,0,Utilities ,Privilege Misuse,,,
2015,CT,0,0,1,0,0,0,0,0,Healthcare ,Everything Else,,,
2012,CA,0,0,0,0,0,0,0,1,Healthcare ,Everything Else,,,
2011,CA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2014,NA,1,1,0,0,0,0,0,0,Unknown,Web Applications,,,
2012,NY,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2012,NV,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2012,CA,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2015,TN,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,NA,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2012,NC,0,1,0,0,0,0,0,0,Healthcare ,Everything Else,,,
2014,NA,0,0,0,1,1,0,0,0,Unknown,Privilege Misuse,,,
2010,KS,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2010,VA,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2012,CA,0,1,0,0,0,0,0,0,Other Services ,Everything Else,,,
2008,NA,0,1,0,0,0,0,0,0,Public ,Everything Else,,,
2015,CA,0,0,0,1,0,0,0,0,Public ,Lost and Stolen Assets,,,
2014,NA,0,1,0,0,0,0,0,0,Educational ,Web Applications,,,
2012,VA,0,1,0,0,0,0,0,0,Information ,Web Applications,,,
2010,WA,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2014,TX,0,1,0,0,0,0,0,0,Healthcare ,Everything Else,,,
2013,NA,0,1,0,0,0,0,0,0,Unknown,Web Applications,,,
2013,NJ,0,1,0,0,0,0,0,0,Educational ,Everything Else,,,
2011,SD,0,0,0,0,1,0,0,0,Finance ,Privilege Misuse,,,
2011,NC,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2015,NA,0,0,0,1,0,0,0,0,Public ,Lost and Stolen Assets,,,
2012,NA,0,1,0,0,0,0,0,0,Information ,Everything Else,,,
2010,MI,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2014,NA,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2012,MN,0,0,0,0,0,1,0,0,Public ,Lost and Stolen Assets,,,
2011,LA,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2013,NA,0,0,0,1,0,0,0,0,Unknown,Lost and Stolen Assets,,,
2013,SC,0,0,0,0,1,0,0,0,Professional ,Privilege Misuse,,,
2013,NA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2014,TX,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2013,NA,0,0,0,0,0,1,0,0,Educational ,Lost and Stolen Assets,,,
2012,NA,0,1,0,0,0,0,0,0,Utilities ,Everything Else,,,
2010,LA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2014,DC,0,1,0,0,0,0,0,0,Public ,Cyber-Espionage,,,
2012,VA,1,0,1,0,0,0,0,0,Other Services ,Cyber-Espionage,,,
2015,NA,0,1,1,0,0,0,0,0,Unknown,Web Applications,,,
2012,PA,0,0,0,0,0,1,0,0,Other Services ,Miscellaneous Errors,,,
2012,TX,0,1,0,0,0,0,0,0,Retail ,Web Applications,,,
2014,WA,0,0,0,0,0,0,0,1,Professional ,Everything Else,,,
2010,KS,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,NA,0,0,0,0,0,1,0,0,Finance ,Miscellaneous Errors,,,
2012,NY,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,OH,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2010,NA,0,0,1,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2014,IL,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2012,NA,0,1,0,0,0,0,0,0,Unknown,Denial of Service,,,
2012,CA,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2011,FL,0,1,0,0,0,0,0,0,Educational ,Everything Else,,,
2013,IL,0,0,0,1,0,0,0,0,Finance ,Lost and Stolen Assets,,,
2012,NA,0,1,0,0,0,0,0,0,Manufacturing ,Everything Else,,,
2013,OH,0,1,0,0,0,0,0,0,Public ,Everything Else,,,
2010,MS,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2011,WA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2014,NA,0,1,0,0,0,0,0,0,Educational ,Web Applications,,,
2015,MS,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2012,NA,0,0,0,0,0,1,0,0,Healthcare ,Lost and Stolen Assets,,,
2012,IL,0,0,0,0,0,1,0,0,Trade ,Miscellaneous Errors,,,
2012,NA,0,0,0,1,0,0,0,0,Unknown,Everything Else,,,
2014,FL,0,0,0,1,0,0,0,0,Professional ,Lost and Stolen Assets,,,
2014,GA,0,0,0,0,1,0,0,0,Administrative ,Privilege Misuse,,,
2012,CA,0,1,0,0,0,0,0,0,Information ,Everything Else,,,
2014,VA,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2014,CA,0,0,0,0,0,1,0,0,Finance ,Miscellaneous Errors,,,
2013,NA,1,0,1,0,0,0,0,0,Public ,Cyber-Espionage,,,
2013,NY,0,1,0,0,0,0,0,0,Information ,Web Applications,,,
2012,NA,0,0,0,0,0,1,0,0,Educational ,Lost and Stolen Assets,,,
2014,NA,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2014,NA,0,1,0,0,0,0,0,0,Other Services ,Denial of Service,,,
2014,SD,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2014,NA,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2013,SC,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2014,NA,0,0,0,1,0,0,0,0,Public ,Lost and Stolen Assets,,,
2014,NA,0,1,0,0,0,0,0,0,Unknown,Everything Else,,,
2012,NA,0,1,0,0,0,0,0,0,Information ,Web Applications,,,
2012,MI,0,1,0,0,0,0,0,0,Educational ,Web Applications,,,
2013,NA,0,1,0,0,0,0,0,0,Information ,Everything Else,,,
2012,TX,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2015,NY,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2015,CA,0,0,0,0,0,1,0,0,Information ,Miscellaneous Errors,,,
2007,IL,0,0,0,1,0,0,0,0,Educational ,Lost and Stolen Assets,,,
2010,PR,0,1,0,0,0,0,0,0,Public ,Everything Else,,,
2012,NA,0,0,0,0,0,1,0,0,Other Services ,Lost and Stolen Assets,,,
2013,NC,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2011,NA,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2013,NA,1,1,1,0,0,0,0,0,Public ,Cyber-Espionage,,,
2010,AR,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2010,FL,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2010,MN,0,1,0,0,0,0,0,0,Public ,Everything Else,,,
2011,PA,0,0,0,0,0,1,0,0,Finance ,Miscellaneous Errors,,,
2012,CA,0,0,0,1,0,0,0,0,Accomodation ,Lost and Stolen Assets,,,
2010,IL,0,0,0,0,0,0,0,1,Finance ,Everything Else,,,
2013,NA,0,1,0,0,0,0,0,0,Unknown,Everything Else,,,
2014,NA,0,1,0,0,0,0,0,0,Finance ,Web Applications,,,
2014,WA,0,1,0,0,0,0,0,0,Information ,Denial of Service,,,
2013,CA,0,1,0,0,0,0,0,0,Educational ,Everything Else,,,
2015,CA,0,1,0,0,0,0,0,0,Information ,Denial of Service,,,
2013,VT,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2010,MO,0,0,0,0,0,1,0,0,Public ,Lost and Stolen Assets,,,
2008,PA,0,0,1,0,1,0,0,0,Administrative ,Privilege Misuse,,,
2012,AR,0,0,0,0,1,0,0,0,Manufacturing ,Privilege Misuse,,,
2012,NA,0,1,0,0,0,0,0,0,Entertainment ,Everything Else,,,
2010,OH,0,0,0,0,0,1,0,0,Administrative ,Miscellaneous Errors,,,
2011,IA,1,0,0,0,0,0,0,0,Accomodation ,Crimeware,,,
2010,TX,0,0,0,1,0,1,0,0,Healthcare ,Lost and Stolen Assets,,,
2010,AZ,0,0,0,0,0,1,0,0,Healthcare ,Lost and Stolen Assets,,,
2014,CA,0,0,0,0,0,0,0,1,Unknown,Everything Else,,,
2007,NY,0,0,0,1,0,0,0,0,Public ,Lost and Stolen Assets,,,
2014,NA,0,0,0,0,1,0,0,0,Mining ,Privilege Misuse,,,
2013,NA,0,0,0,0,0,1,0,0,Finance ,Lost and Stolen Assets,,,
2013,FL,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,NA,0,1,0,0,0,0,0,0,Other Services ,Web Applications,,,
2012,CA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,MA,0,0,0,1,0,0,0,0,Manufacturing ,Lost and Stolen Assets,,,
2013,NA,0,1,0,0,0,0,0,0,Public ,Web Applications,,,
2013,CA,0,0,0,1,0,0,0,0,Retail ,Lost and Stolen Assets,,,
2012,TX,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2007,NE,0,1,0,0,0,0,0,0,Finance ,Everything Else,,,
2010,NC,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,NA,0,1,0,0,0,0,0,0,Information ,Everything Else,,,
2013,WY,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,OH,0,0,0,0,0,1,0,0,Healthcare ,Lost and Stolen Assets,,,
2007,AL,0,0,0,1,0,0,0,0,Finance ,Lost and Stolen Assets,,,
2010,AL,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2015,KS,0,0,0,0,0,0,0,1,Public ,Everything Else,,,
2012,CA,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2012,NA,0,1,0,0,0,0,0,0,Administrative ,Web Applications,,,
2012,NJ,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,VA,0,0,0,0,1,0,0,0,Educational ,Privilege Misuse,,,
2014,IL,0,1,1,0,0,0,0,0,Finance ,Web Applications,,,
2013,NA,0,0,0,1,0,0,0,0,Other Services ,Lost and Stolen Assets,,,
2015,NC,0,0,0,1,0,0,0,0,Finance ,Everything Else,,,
2013,NJ,0,0,0,0,0,1,0,0,Administrative ,Miscellaneous Errors,,,
2013,CA,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2012,NA,0,1,0,0,0,0,0,0,Unknown,Web Applications,,,
2012,TN,0,0,0,0,0,1,0,0,Finance ,Miscellaneous Errors,,,
2013,NY,0,0,0,0,0,0,0,1,Retail ,Everything Else,,,
2011,NJ,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2013,CA,0,1,0,0,0,0,0,0,Information ,Everything Else,,,
2013,NA,0,1,0,0,0,0,0,0,Information ,Web Applications,,,
2013,IN,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2014,WA,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2012,CA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,NA,0,1,0,0,0,0,0,0,Professional ,Everything Else,,,
2013,AL,0,0,0,0,1,0,0,0,Accomodation ,Privilege Misuse,,,
2015,NA,0,1,0,0,0,0,0,0,Public ,Web Applications,,,
2012,CA,0,0,0,0,0,0,0,1,Other Services ,Everything Else,,,
2014,CA,0,1,0,0,0,0,0,0,Information ,Web Applications,,,
2013,NA,0,1,0,0,0,0,0,0,Information ,Web Applications,,,
2015,NA,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2014,NA,1,0,1,0,0,0,0,0,Finance ,Crimeware,,,
2010,OK,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2014,CO,0,0,0,0,0,1,0,0,Educational ,Miscellaneous Errors,,,
2012,GA,0,0,0,0,0,0,0,1,Finance ,Everything Else,,,
2012,OR,0,0,0,1,0,0,0,0,Public ,Lost and Stolen Assets,,,
2012,MA,0,1,0,0,0,0,0,0,Trade ,Web Applications,,,
2012,DC,0,1,0,0,0,0,0,0,Public ,Everything Else,,,
2013,GA,0,0,0,0,0,1,0,0,Healthcare ,Lost and Stolen Assets,,,
2014,FL,0,0,1,0,1,0,0,0,Administrative ,Privilege Misuse,,,
2011,NE,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2010,MO,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,NC,0,0,0,0,0,1,0,0,Educational ,Miscellaneous Errors,,,
2010,MI,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2014,IN,0,0,0,0,0,1,0,0,Finance ,Lost and Stolen Assets,,,
2013,NA,0,1,0,0,0,0,0,0,Information ,Everything Else,,,
2014,AZ,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2014,TX,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2011,NA,0,1,0,0,0,0,0,0,Administrative ,Everything Else,,,
2009,MI,0,0,0,0,1,0,0,0,Finance ,Privilege Misuse,,,
2015,NE,0,0,0,1,0,0,0,0,Finance ,Everything Else,,,
2011,PR,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2010,LA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2015,MA,0,1,0,0,0,0,0,0,Public ,Denial of Service,,,
2005,NY,0,0,0,0,0,1,0,0,Finance ,Lost and Stolen Assets,,,
2013,NA,1,1,1,0,0,0,0,0,Unknown,Cyber-Espionage,,,
2013,SC,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,OH,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2012,MA,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2010,MS,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,NA,0,1,0,0,0,0,0,0,Public ,Web Applications,,,
2012,FL,0,0,1,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2013,NY,0,0,0,1,0,0,0,0,Retail ,Payment Card Skimmers,,,
2014,SC,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2010,CA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,NA,0,1,0,0,0,0,0,0,Public ,Web Applications,,,
2013,NA,0,1,0,0,0,0,0,0,Accomodation ,Everything Else,,,
2011,OH,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,NA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,NA,0,0,0,0,0,1,0,0,Information ,Miscellaneous Errors,,,
2015,NA,0,1,0,0,0,0,0,0,Information ,Denial of Service,,,
2013,NA,0,1,0,0,0,0,0,0,Manufacturing ,Web Applications,,,
2013,NA,0,1,0,0,0,0,0,0,Unknown,Denial of Service,,,
2011,NA,0,0,0,0,1,0,0,0,Finance ,Privilege Misuse,,,
2011,NY,0,0,0,0,1,0,0,0,Other Services ,Privilege Misuse,,,
2015,CA,0,0,0,0,1,0,0,0,Finance ,Privilege Misuse,,,
2008,CA,0,0,0,0,1,0,0,0,Finance ,Privilege Misuse,,,
2013,NA,0,0,0,0,0,1,0,0,Mining ,Miscellaneous Errors,,,
2011,IL,0,0,0,1,0,0,0,0,Administrative ,Lost and Stolen Assets,,,
2014,NA,1,0,0,0,0,0,0,0,Finance ,Crimeware,,,
2013,MS,0,1,0,0,0,0,0,0,Healthcare ,Everything Else,,,
2011,NA,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,NA,0,0,0,0,1,0,0,0,Unknown,Privilege Misuse,,,
2015,HI,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2012,IL,0,0,0,0,0,1,0,0,Manufacturing ,Miscellaneous Errors,,,
2011,MO,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2014,NA,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2011,OH,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2012,NY,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2015,IL,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2011,WA,0,0,0,1,0,0,0,0,Educational ,Payment Card Skimmers,,,
2011,IN,1,1,0,0,0,0,0,0,Healthcare ,Crimeware,,,
2012,CA,0,0,0,0,0,1,0,0,Educational ,Miscellaneous Errors,,,
2013,NA,0,1,0,0,0,0,0,0,Educational ,Web Applications,,,
2013,IL,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2012,NA,0,1,0,0,0,0,0,0,Educational ,Everything Else,,,
2014,OR,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,NA,1,1,1,0,0,0,0,0,Public ,Cyber-Espionage,,,
2015,NA,0,1,0,0,0,0,0,0,Information ,Web Applications,,,
2015,NY,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2012,NE,0,0,0,0,0,1,0,0,Public ,Lost and Stolen Assets,,,
2011,CA,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2012,LA,0,0,0,1,0,1,0,0,Healthcare ,Lost and Stolen Assets,,,
2012,TX,0,1,0,0,0,0,0,0,Healthcare ,Everything Else,,,
2013,IL,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2012,PA,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2015,NA,0,1,0,0,0,0,0,0,Unknown,Everything Else,,,
2012,NA,1,1,1,0,0,0,0,0,Public ,Cyber-Espionage,,,
2014,NA,0,1,0,0,0,0,0,0,Information ,Web Applications,,,
2013,NA,0,1,0,0,0,0,0,0,Manufacturing ,Web Applications,,,
2012,CA,0,0,0,0,1,0,0,0,Transportation ,Privilege Misuse,,,
2008,CO,0,0,0,0,0,1,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,NA,0,1,0,0,0,0,0,0,Public ,Web Applications,,,
2011,TX,0,0,0,0,0,1,0,0,Public ,Lost and Stolen Assets,,,
2013,NA,0,1,0,0,0,0,0,0,Administrative ,Everything Else,,,
2013,ME,1,0,0,0,0,0,0,0,Retail ,Point of Sale,,,
2011,NA,0,0,0,1,0,0,0,0,Public ,Lost and Stolen Assets,,,
2009,MN,0,0,0,1,0,0,0,0,Accomodation ,Point of Sale,,,
2013,SC,0,0,0,0,0,0,0,1,Administrative ,Everything Else,,,
2012,AK,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2013,CT,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2010,IL,0,0,0,0,0,1,0,0,Professional ,Miscellaneous Errors,,,
2011,TX,0,0,0,0,1,0,0,0,Professional ,Privilege Misuse,,,
2009,NA,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2014,NJ,0,0,0,0,0,1,0,0,Entertainment ,Miscellaneous Errors,,,
2015,NA,0,0,0,1,0,0,0,0,Finance ,Everything Else,,,
2013,NJ,0,1,0,0,0,1,0,0,Information ,Web Applications,,,
2010,MO,0,0,0,0,0,1,0,0,Public ,Lost and Stolen Assets,,,
2013,NA,1,1,1,0,0,0,0,0,Finance ,Cyber-Espionage,,,
2011,NA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2014,AK,0,0,0,0,0,1,0,0,Finance ,Miscellaneous Errors,,,
2010,MN,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2012,NY,0,0,0,0,1,0,0,0,Retail ,Privilege Misuse,,,
2012,LA,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2011,PA,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2002,NA,0,0,0,0,0,0,0,1,Administrative ,Everything Else,,,
2011,SC,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2009,CA,0,0,0,0,1,0,0,0,Educational ,Privilege Misuse,,,
2015,IN,0,0,0,0,0,0,0,1,Information ,Everything Else,,,
2011,NA,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
1999,NA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2012,NA,0,1,0,0,0,0,0,0,Management ,Web Applications,,,
2012,NA,1,1,1,0,0,0,0,0,Public ,Cyber-Espionage,,,
2010,AR,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2007,NA,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2013,NA,0,0,0,0,0,1,0,0,Unknown,Miscellaneous Errors,,,
2012,MD,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2015,NV,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2013,CA,0,0,0,1,0,0,0,0,Retail ,Point of Sale,,,
2012,NA,1,1,1,0,0,0,0,0,Public ,Cyber-Espionage,,,
2012,NJ,0,1,0,0,0,0,0,0,Information ,Web Applications,,,
2013,CO,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2013,PA,0,0,0,0,0,1,0,0,Healthcare ,Lost and Stolen Assets,,,
2010,TX,0,0,0,0,0,1,0,0,Public ,Lost and Stolen Assets,,,
2010,NE,0,0,0,1,0,0,0,0,Other Services ,Lost and Stolen Assets,,,
2010,NC,0,0,0,0,0,1,0,0,Finance ,Lost and Stolen Assets,,,
2015,NY,0,1,0,0,0,0,0,0,Finance ,Everything Else,,,
2010,NY,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,NH,1,1,0,0,0,0,0,0,Trade ,Crimeware,,,
2012,CA,0,1,0,0,0,0,0,0,Professional ,Web Applications,,,
2012,NV,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,NA,0,1,0,0,0,0,0,0,Public ,Web Applications,,,
2013,VT,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2012,NA,0,0,0,0,0,1,0,0,Administrative ,Miscellaneous Errors,,,
2014,FL,0,0,0,1,0,0,0,0,Retail ,Payment Card Skimmers,,,
2010,NA,0,0,0,0,1,0,0,0,Healthcare ,Privilege Misuse,,,
2012,FL,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2013,NA,0,1,0,0,0,0,0,0,Unknown,Web Applications,,,
2013,NA,0,1,0,0,0,0,0,0,Educational ,Web Applications,,,
2014,RI,0,0,0,1,0,0,0,0,Public ,Lost and Stolen Assets,,,
2013,VA,0,0,1,0,0,0,0,0,Finance ,Everything Else,,,
2013,GA,0,0,0,0,0,0,0,1,Educational ,Everything Else,,,
2011,NA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2012,NY,0,1,0,0,0,0,0,0,Information ,Everything Else,,,
2014,NM,0,0,0,1,0,0,0,0,Educational ,Lost and Stolen Assets,,,
2013,NA,0,1,0,0,0,0,0,0,Public ,Everything Else,,,
2015,CO,0,0,0,1,0,0,0,0,Finance ,Payment Card Skimmers,,,
2013,MN,0,1,0,0,0,0,0,0,Retail ,Web Applications,,,
2013,CA,0,0,0,0,0,1,0,0,Educational ,Miscellaneous Errors,,,
2014,NA,0,1,0,0,0,0,0,0,Information ,Web Applications,,,
1999,CA,1,0,0,0,0,0,0,0,Educational ,Crimeware,,,
2013,NA,1,1,1,0,0,0,0,0,Public ,Cyber-Espionage,,,
2013,CA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2013,NA,0,1,0,0,0,0,0,0,Educational ,Web Applications,,,
2014,NA,0,1,0,0,0,0,0,0,Professional ,Web Applications,,,
2013,MN,0,0,0,0,1,0,0,0,Public ,Privilege Misuse,,,
2014,NA,0,1,0,0,0,0,0,0,Information ,Denial of Service,,,
2010,AZ,0,0,0,1,0,0,0,0,Healthcare ,Lost and Stolen Assets,,,
2013,NA,1,1,1,0,0,0,0,0,Public ,Cyber-Espionage,,,
2012,PA,0,0,0,0,1,0,0,0,Professional ,Privilege Misuse,,,
2015,FL,0,0,0,1,0,0,0,0,Retail ,Payment Card Skimmers,,,
2012,NA,1,1,1,0,0,0,0,0,Public ,Cyber-Espionage,,,
2013,MA,0,1,0,0,0,0,0,0,Educational ,Everything Else,,,
2012,FL,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
2014,NA,0,1,0,0,0,0,0,0,Information ,Denial of Service,,,
2011,NJ,0,1,0,0,0,0,0,0,Retail ,Web Applications,,,
2011,ND,0,0,0,0,0,1,0,0,Healthcare ,Miscellaneous Errors,,,
2008,NY,0,0,0,1,0,0,0,0,Manufacturing ,Lost and Stolen Assets,,,
2012,VA,0,0,0,0,0,1,0,0,Educational ,Miscellaneous Errors,,,
2011,GA,0,0,0,0,0,1,0,0,Public ,Miscellaneous Errors,,,
